Movie Name,Scraped Name,Budget,Director,Writer,Actor,Rating,OtherInfo,Date,DirectorsRating,WritersRating,TotalFollowers,Revenue
Zombie Hunter,Zombie Hunter,1000000,['K. King'],"['K. King', 'Kurt Knight']","['Danny Trejo', 'Martin Copping', 'Clare Niederpruem']",3.5,"2013
Not Rated
1h 33m",2013,3,3,8.305321269,$0 
Girls Gone Dead,Girls Gone Dead,500000,"['Michael Hoffman Jr.', 'Aaron T. Wells']","['Ryan Dee', 'Michael Hoffman Jr.', 'Meghan Jones']","['Katie Peterson', 'Shea Stewart', 'Brandy Whitford']",3.5,"2012
R
1h 44m",2012,3,3,3.938769823,$0 
Stan Helsing: A Parody,Stan Helsing,365000,['Bo Zenga'],['Bo Zenga'],"['Steve Howey', 'Diora Baird', 'Kenan Thompson']",3.5,"2009
R
1h 48m",2009,3,3.5,17.30396026,"$1,553,556 "
Rotor DR1,Rotor DR1,350000,['Chad Kapper'],"['Steve Moses', 'Megan Ryberg', 'Scott Windhauser']","['Christian Kapper', 'Natalie Welch', 'Tom E. Nicholson']",3.5,"2015
1h 38m",2015,3,3.333333333,3.336859821,$0 
Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,30000000,['John R. Leonetti'],"['Ed Boon', 'Lawrence Kasanoff', 'Joshua Wexler']","['Robin Shou', 'Talisa Soto', 'James Remar']",3.6,"1997
PG-13
1h 35m",1997,4,2.333333333,11.41272157,"$51,327,406 "
Spice World,Spice World,25000000,['Bob Spiers'],"['Spice Girls', 'Kim Fuller', 'Jamie Curtis']","['Mel B', 'Emma Bunton', 'Melanie C']",3.6,"1997
PG
1h 33m",1997,3,3.111111111,18.29314148,"$56,042,592 "
Megaforce,Megaforce,18000000,['Hal Needham'],"['Bob Kachler', 'James Whittaker', 'Albert S. Ruddy']","['Barry Bostwick', 'Michael Beck', 'Persis Khambatta']",3.6,"1982
PG
1h 39m",1982,3,4.277777778,9.934022588,"$5,675,599 "
How She Move,How She Move,17000000,['Ian Iqbal Rashid'],['Annmarie Morais'],"['Rutina Wesley', 'Tre Armstrong', 'Brennan Gademans']",3.6,"2007
PG-13
1h 34m",2007,3,3,8.980612321,"$8,607,815 "
Crossroads,Crossroads,12000000,['Tamra Davis'],['Shonda Rhimes'],"['Britney Spears', 'Anson Mount', 'Zoe Saldana']",3.6,"2002
PG-13
1h 33m",2002,4,3.666666667,19.84361892,"$57,000,000 "
Swept Away,Swept Away,10000000,['Guy Ritchie'],"['Guy Ritchie', 'Lina WertmÃ¼ller']","['Madonna', 'Adriano Giannini', 'Bruce Greenwood']",3.6,"2002
R
1h 29m",2002,7.666666667,5.333333333,11.77011529,"$611,032 "
A.C.O.R.N.S.: Operation Crackdown,A.C.O.R.N.S.: Operation Crackdown,8500000,['Ross Venokur'],['Lenore Venokur'],"['Jason Jones', 'Will Forte', 'John Leguizamo']",3.6,"2015
PG
1h 23m",2015,3,3,14.32464456,"$1,353,287 "
Galaxina,Galaxina,5500000,['William Sachs'],['William Sachs'],"['Stephen Macht', 'Avery Schreiber', 'J.D. Hinton']",3.6,"1980
R
1h 35m",1980,3,3,0,"$4,865,000 "
Sky Sharks,Sky Sharks,2500000,['Marc Fehse'],"['A.D. Morel', 'Marc Fehse', 'Carsten Fehse']","['Thomas Morris', 'Eva Habermann', 'Barbara Nedeljakova']",3.6,"2020
Not Rated
1h 42m",2020,3,3,8.698707611,$0 
The Walking Deceased,The Walking Deceased,2000000,['Scott Dow'],['Tim Ogletree'],"['Tim Ogletree', 'Joey Oglesby', 'Troy Ogletree']",3.6,"2015
R
1h 28m",2015,3,3,7.387439661,$43 
In Her Line of Fire,In Her Line of Fire,1000000,['Brian Trenchard-Smith'],"['Paula Goldberg', 'Anna Lorenzo']","['Mariel Hemingway', 'David Keith', 'David Millbern']",3.6,"2006
R
1h 28m",2006,3.333333333,3,8.101692096,$884 
The Pet,The Pet,1000000,['D. Stevens'],['D. Stevens'],"['Pierre Dulat', 'Andrea Edmondson', 'Summer Nguyen']",3.6,"2006
Not Rated
1h 34m",2006,3,3,5.116926375,$0 
Not Cool,Not Cool,800000,['Shane Dawson'],['Dan Schoffer'],"['Shane Dawson', 'Cherami Leigh', 'Drew Monson']",3.6,"2014
Not Rated
1h 33m",2014,3,3,17.49593267,"$35,688 "
Crossroads,Crossroads,500000,['Tamra Davis'],['Shonda Rhimes'],"['Britney Spears', 'Anson Mount', 'Zoe Saldana']",3.6,"2002
PG-13
1h 33m",2002,4,3.666666667,19.84361892,"$57,000,000 "
Echo Dr.,Echo Dr.,100000,['Patrick Ryan Sims'],['Patrick Ryan Sims'],"['Dane Bowman', 'Claire Gordon-Harper', 'Johnathan Hurley']",3.6,"2013
Not Rated
1h 21m",2013,3,3,3.29380436,$0 
Echo Dr.,Echo Dr.,100000,['Patrick Ryan Sims'],['Patrick Ryan Sims'],"['Dane Bowman', 'Claire Gordon-Harper', 'Johnathan Hurley']",3.6,"2013
Not Rated
1h 21m",2013,3,3,3.29380436,$0 
Renegades,Renegades,77500000,['Daniel Zirilli'],"['Tom Jolliffe', 'Jonathan Sothcott']","['Danny Trejo', 'Paul Barber', 'Lee Majors']",3.7,"2022
R
1h 31m",2022,3,3,4.278753601,"$1,521,672 "
Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,70000000,['Wych Kaosayananda'],['Alan B. McElroy'],"['Antonio Banderas', 'Lucy Liu', 'Talisa Soto']",3.7,"2002
R
1h 31m",2002,3,5.333333333,17.09342169,"$14,294,842 "
The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,58000000,['Brian Levant'],"['William Hanna', 'Joseph Barbera', 'Deborah Kaplan']","['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston']",3.7,"2000
PG
1h 30m",2000,5,5,13.39848948,"$59,431,365 "
Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li,50000000,['Andrzej Bartkowiak'],"['Justin Marks', 'Takashi Nishiyama', 'Hiroshi Matsumoto']","['Kristin Kreuk', 'Neal McDonough', 'Michael Clarke Duncan']",3.7,"2009
PG-13
1h 36m",2009,5.333333333,3.888888889,12.54015753,"$12,660,287 "
Meet the Browns,Meet the Browns,20000000,['Tyler Perry'],"['Denise Boutte', 'Tamela J. Mann', 'David Mann']","['Denise Boutte', 'Tamela J. Mann', 'David Mann']",3.7,"TV Series
2009â2012
30m",2009,5.333333333,2.833333333,9.634880141,"$41,975,388 "
Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,17000000,['Sidney J. Furie'],"['Jerry Siegel', 'Joe Shuster', 'Christopher Reeve']","['Christopher Reeve', 'Gene Hackman', 'Margot Kidder']",3.7,"1987
PG
1h 30m",1987,3,4.666666667,6.440233512,"$36,700,000 "
The Devil's Tomb,The Devil's Tomb,10000000,['Jason Connery'],['Keith Kjornes'],"['Cuba Gooding Jr.', 'Ray Winstone', 'Ron Perlman']",3.7,"2009
R
1h 30m",2009,3,3,11.24168342,$0 
The Best Man,The Best Man,9000000,['Shane Dax Taylor'],"['C. Alec Rossel', 'Shane Dax Taylor', 'Daniel Zirilli']","['Luke Wilson', 'Dolph Lundgren', 'Brendan Fehr']",3.7,"2023
R
1h 33m",2023,3,3,15.26447261,"$34,572,780 "
N-Secure,N-Secure,1600000,['David M. Matthews'],"['Julius Lewis', 'Christie Taylor']","['Cordell Moore', 'Essence Atkins', 'Denise Boutte']",3.7,"2010
R
1h 45m",2010,3,3,7.500181567,"$2,595,644 "
Extreme Movie,Extreme Movie,1200000,"['Adam Jay Epstein', 'Andrew Jacobson']","['Adam Jay Epstein', 'Andrew Jacobson', 'Will Forte']","['Frankie Muniz', 'Michael Cera', 'Ashley Schneider']",3.7,"2008
R
1h 26m",2008,3,4.111111111,7.715451774,"$81,338 "
Let's Talk About Sex,Let's Talk About Sex,300000,['Troy Byer'],['Troy Byer'],"['Troy Byer', 'Paget Brewster', 'Randi Ingerman']",3.7,"1998
1h 22m",1998,3,3,9.875292825,"$373,615 "
The Stewardesses,The Stewardesses,200000,['Allan Silliphant'],['Allan Silliphant'],"['Christina Hart', 'Ronald South', 'William Condos']",3.7,"1969
X
1h 33m",1969,3,3,4,"$25,000,000 "
The Stewardesses,The Stewardesses,200000,['Allan Silliphant'],['Allan Silliphant'],"['Christina Hart', 'Ronald South', 'William Condos']",3.7,"1969
X
1h 33m",1969,3,3,4,"$25,000,000 "
Batman & Robin,Batman & Robin,125000000,['Joel Schumacher'],"['Bob Kane', 'Akiva Goldsman']","['Arnold Schwarzenegger', 'George Clooney', 'Chris O Donnell']",3.8,"1997
PG-13
2h 5m",1997,7,7.666666667,17.41962536,"$238,317,814 "
The Fantastic Four,The Fantastic Four,120000000,['Oley Sassone'],"['Craig J. Nevius', 'Kevin Rock', 'Jack Kirby']","['Alex Hyde-White', 'Jay Underwood', 'Rebecca Staab']",3.8,"1994
PG
1h 30m",1994,3,3.888888889,8.00082305,"$167,849,187 "
Dr. SeussÃ¢ÂÂ The Grinch,Dr. Seuss' the Grinch Musical,75000000,"['Julia Knowles', 'Max Webster']","['Simon Nye', 'Dr. Seuss']","['Matthew Morrison', 'Denis O Hare', 'Booboo Stewart']",3.8,"TV Movie
2020
TV-PG
2h",2020,3,4.5,15.82239674,#N/A
The Love Guru,The Love Guru,62000000,['Marco Schnabel'],"['Mike Myers', 'Graham Gordy']","['Mike Myers', 'Jessica Alba', 'Romany Malco']",3.8,"2008
PG-13
1h 27m",2008,3,4.833333333,15.90751723,"$40,159,017 "
In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,60000000,['Uwe Boll'],"['Doug Taylor', 'Jason Rappaport', 'Dan Stroncak']","['Jason Statham', 'Ron Perlman', 'Ray Liotta']",3.8,"2007
PG-13
2h 7m",2007,2.666666667,3.333333333,18.83304889,"$13,233,220 "
Furry Vengeance,Furry Vengeance,35000000,['Roger Kumble'],"['Michael Carnes', 'Josh Gilbert']","['Brendan Fraser', 'Brooke Shields', 'Ricky Garcia']",3.8,"2010
PG
1h 32m",2010,5.333333333,3,15.62720256,"$39,340,177 "
The Cookout,The Cookout,16000000,['Lance Rivera'],"['Queen Latifah', 'Shakim Compere', 'Darryl French']","['Quran Pender', 'Jenifer Lewis', 'Ja Rule']",3.8,"2004
PG-13
1h 37m",2004,3,3.333333333,12.30103,"$11,540,112 "
Exorcist II: The Heretic,Exorcist II: The Heretic,14000000,"['John Boorman', 'Rospo Pallenberg']","['William Goodhart', 'William Peter Blatty', 'Rospo Pallenberg']","['Richard Burton', 'Linda Blair', 'Louise Fletcher']",3.8,"1977
R
1h 57m",1977,4.166666667,4.222222222,7.28297199,"$25,011,000 "
You Got Served,You Got Served,8000000,['Chris Stokes'],['Chris Stokes'],"['Omarion', 'Jarell Houston', 'Raz B']",3.8,"2004
PG-13
1h 35m",2004,3.666666667,3.666666667,12.27692113,"$50,811,858 "
[Rec] 2,Rec 2,5600000,['Marco Romano'],['Marco Romano'],['Marco Romano'],3.8,"2015
2m",2015,3,3,3.278753601,"$18,527,766 "
Crowsnest,Crowsnest,1200000,['Brenton Spencer'],['John Sheppard'],"['Mittita Barber', 'Aslam Husain', 'Victor Zinck Jr.']",3.8,"2012
R
1h 24m",2012,3,3,3.028977705,$0 
Roadside,Roadside,500000,['Eric England'],['Eric England'],"['Ace Marrero', 'Katie Stegeman', 'Jack E. Curenton']",3.8,"2013
Not Rated
1h 21m",2013,3,3,0,$0 
The Canyons,The Canyons,250000,['Paul Schrader'],['Bret Easton Ellis'],"['Lindsay Lohan', 'James Deen', 'Nolan Gerard Funk']",3.8,"2013
R
1h 39m",2013,6.333333333,5.666666667,17.77404007,"$62,375 "
Western Religion,Western Religion,250000,['James O Brien'],['James O Brien'],"['Claude Duhamel', 'Louie Sabatasso', 'Gary Kohn']",3.8,"2015
1h 45m",2015,3,3,5.023120711,$0 
Western Religion,Western Religion,250000,['James O Brien'],['James O Brien'],"['Claude Duhamel', 'Louie Sabatasso', 'Gary Kohn']",3.8,"2015
1h 45m",2015,3,3,5.023120711,$0 
Speed 2: Cruise Control,Speed 2: Cruise Control,110000000,['Jan de Bont'],"['Graham Yost', 'Jan de Bont', 'Randall McCormick']","['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']",3.9,"1997
PG-13
2h 1m",1997,6,4.611111111,4.991226076,"$150,468,000 "
The Adventures of Pluto Nash,The Adventures of Pluto Nash,100000000,['Ron Underwood'],['Neil Cuthbert'],"['Eddie Murphy', 'Jay Mohr', 'Randy Quaid']",3.9,"2002
PG-13
1h 35m",2002,5,5,12.72570064,"$7,094,995 "
Holmes & Watson,Holmes & Watson,42000000,['Etan Cohen'],"['Etan Cohen', 'Arthur Conan Doyle']","['Will Ferrell', 'John C. Reilly', 'Ralph Fiennes']",3.9,"2018
PG-13
1h 30m",2018,4.5,5.833333333,9.507855872,"$41,926,605 "
Dudley Do-Right,Dudley Do-Right,22000000,['Hugh Wilson'],"['Jay Ward', 'Hugh Wilson']","['Brendan Fraser', 'Sarah Jessica Parker', 'Alfred Molina']",3.9,"1999
PG
1h 17m",1999,6,5,12.33984878,"$9,818,792 "
Megiddo: Omega Code 2,Megiddo: The Omega Code 2,22000000,['Brian Trenchard-Smith'],"['Stephan Blinn', 'Hollis Barton', 'John Fasano']","['Michael York', 'Michael Biehn', 'Joseph Makkar']",3.9,"2001
PG-13
1h 44m",2001,3.333333333,3.888888889,8.016824494,"$6,047,691 "
Beverly Hills Chihuahua,Beverly Hills Chihuahua,20000000,['Raja Gosnell'],"['Analisa LaBianco', 'Jeffrey Bushell']","['Drew Barrymore', 'George Lopez', 'Piper Perabo']",3.9,"2008
PG
1h 31m",2008,5,3,18.60519727,"$154,218,168 "
Tyler PerryÃ¢ÂÂs Boo! A Madea Halloween,Boo 2! A Madea Halloween,20000000,['Tyler Perry'],"['Tyler Perry', 'Brian Schulman']","['Tyler Perry', 'Cassi Davis', 'Patrice Lovely']",3.9,"2017
PG-13
1h 41m",2017,5.333333333,4.166666667,16.40103848,#N/A
Tyler PerryÃ¢ÂÂs Boo 2! A Madea Halloween,Boo 2! A Madea Halloween,20000000,['Tyler Perry'],"['Tyler Perry', 'Brian Schulman']","['Tyler Perry', 'Cassi Davis', 'Patrice Lovely']",3.9,"2017
PG-13
1h 41m",2017,5.333333333,4.166666667,16.40103848,#N/A
Prom Night,Prom Night,18000000,['Nelson McCormick'],['J.S. Cardone'],"['Brittany Snow', 'Scott Porter', 'Jessica Stroup']",3.9,"2008
PG-13
1h 28m",2008,4,4.333333333,9.388811413,"$57,193,655 "
Halloween: Resurrection,Halloween: Resurrection,15000000,['Rick Rosenthal'],"['Debra Hill', 'John Carpenter', 'Larry Brand']","['Jamie Lee Curtis', 'Busta Rhymes', 'Brad Loree']",3.9,"2002
R
1h 30m",2002,4.5,5.666666667,16.18977096,"$37,659,652 "
The Disappointments Room,The Disappointments Room,15000000,['D.J. Caruso'],"['Wentworth Miller', 'D.J. Caruso']","['Kate Beckinsale', 'Mel Raido', 'Duncan Joiner']",3.9,"2016
R
1h 31m",2016,6.333333333,5.166666667,7.823342486,"$3,503,761 "
Soul Survivors,Soul Survivors,14000000,['Stephen Carpenter'],['Stephen Carpenter'],"['Melissa Sagemiller', 'Wes Bentley', 'Casey Affleck']",3.9,"2001
PG-13
1h 24m",2001,3,4.5,12.00508949,"$4,288,246 "
The Turning,The Turning,12000000,['Floria Sigismondi'],"['Henry James', 'Chad Hayes', 'Carey W. Hayes']","['Mackenzie Davis', 'Finn Wolfhard', 'Brooklynn Prince']",3.9,"2020
PG-13
1h 34m",2020,4.5,5.333333333,13.06861994,"$18,460,739 "
King Kong Lives,King Kong Lives,10000000,"['John Guillermin', 'Charles McCracken']","['Ronald Shusett', 'Steven Pressfield', 'Merian C. Cooper']","['Brian Kerwin', 'Linda Hamilton', 'Peter Elliott']",3.9,"1986
PG-13
1h 45m",1986,3.833333333,5.277777778,5.552703494,"$4,711,220 "
Free Style,Free Style,10000000,['William Dear'],"['Jeffrey Nicholson', 'Joshua Leibner']","['Corbin Bleu', 'Sandra EcheverrÃ­a', 'Madison Pettis']",3.9,"2008
PG
1h 34m",2008,4.5,3,12.64640373,"$721,108 "
Blonde Ambition,Blonde Ambition,10000000,['Scott Marshall'],"['David McHugh', 'Matthew Flanagan', 'John Cohen']","['Jessica Simpson', 'Luke Wilson', 'Rachael Leigh Cook']",3.9,"2007
PG-13
1h 33m",2007,4,3,16.2023247,"$1,537,479 "
London Fields,London Fields,8000000,['Mathew Cullen'],"['Roberta Hanley', 'Martin Amis']","['Amber Heard', 'Jason Isaacs', 'Cara Delevingne']",3.9,"2018
R
1h 58m",2018,3,3.75,20.2948078,"$433,732 "
Show Dogs,Show Dogs,5500000,['Raja Gosnell'],"['Max Botkin', 'Marc Hyman']","['Will Arnett', 'Ludacris', 'Natasha Lyonne']",3.9,"2018
Unrated
1h 32m",2018,5,3.75,19.18092832,"$40,014,998 "
The Haunting of Molly Hartley,The Haunting of Molly Hartley,5000000,['Mickey Liddell'],"['John Travis', 'Rebecca Sonnenshine']","['Haley Bennett', 'Chace Crawford', 'Jake Weber']",3.9,"2008
PG-13
1h 25m",2008,3,3,15.67076558,"$15,318,257 "
AWOL-72,AWOL-72,3000000,['Christian Sesma'],"['Cecil Chambers', 'Christian Sesma']","['Luke Goss', 'Heather Roop', 'RZA']",3.9,"2015
R
1h 22m",2015,3,3.25,13.71184096,$0 
Unnatural,Unnatural,3000000,['Hank Braxtan'],"['Arch Stanton', 'Ron Carlson']","['James Remar', 'Sherilyn Fenn', 'Ron Carlson']",3.9,"2015
R
1h 29m",2015,3,3,6.914069217,$0 
B-Girl,B-Girl,700000,['Emily Dell'],['Emily Dell'],"['Julie 'Jules' Urich', 'Missy Yager', 'Wesley Jonathan']",3.9,"2009
PG-13
1h 28m",2009,3,3,8.729099965,"$1,160 "
Dr. SeussÃ¢ÂÂ The Cat in the Hat,The Cat in the Hat,109000000,['Bo Welch'],"['Dr. Seuss', 'Alec Berg', 'David Mandel']","['Mike Myers', 'Spencer Breslin', 'Dakota Fanning']",4,"2003
PG
1h 22m",2003,4,5.555555556,15.71600334,#N/A
Les BronzÃÂ©s 3: amis pour la vie,French Fried Vacation 3: Friends Forever,42000000,['Patrice Leconte'],"['Josiane Balasko', 'Michel Blanc', 'Marie-Anne Chazel']","['Josiane Balasko', 'Michel Blanc', 'Marie-Anne Chazel']",4,"2006
1h 37m",2006,5.5,4,9.989785065,#N/A
Street Fighter,Street Fighter,35000000,['Steven E. de Souza'],['Steven E. de Souza'],"['Jean-Claude Van Damme', 'Raul Julia', 'Ming-Na Wen']",4,"1994
PG-13
1h 42m",1994,4,7,6.84509804,"$99,423,000 "
Shark Night 3D,Shark Night,25000000,['David R. Ellis'],"['Will Hayes', 'Jesse Studenberg']","['Sara Paxton', 'Dustin Milligan', 'Chris Carmack']",4,"2011
PG-13
1h 30m",2011,5.666666667,4,15.37442498,"$18,877,153 "
Meet the Deedles,Meet the Deedles,24000000,['Steve Boyum'],['Jim Herzfeld'],"['Paul Walker', 'Steve Van Wormer', 'A.J. Langer']",4,"1998
PG
1h 33m",1998,4,5.666666667,10.21047904,"$4,356,126 "
Annaatthe,Annaatthe,24000000,['Siva'],"['Siva', 'Chandran Pachamuthu', 'Savari Muthu']","['Rajinikanth', 'Keerthy Suresh', 'Nayanthara']",4,"2021
2h 43m",2021,4,4.5,13.05169264,"$447,432 "
One Missed Call,One Missed Call,20000000,['Eric Valette'],"['Andrew Klavan', 'Yasushi Akimoto', 'Minako Daira']","['Edward Burns', 'Shannyn Sossamon', 'Ana Claudia TalancÃ³n']",4,"2008
PG-13
1h 27m",2008,4,4.333333333,7.212240889,"$44,513,466 "
An American Carol,An American Carol,20000000,['David Zucker'],"['David Zucker', 'Myrna Sokoloff', 'Lewis Friedman']","['Kevin P. Farley', 'Kelsey Grammer', 'Leslie Nielsen']",4,"2008
PG-13
1h 23m",2008,6.666666667,4.888888889,3.45484486,"$7,022,183 "
Book of Shadows: Blair Witch 2,Book of Shadows: Blair Witch 2,15000000,['Joe Berlinger'],"['Daniel Myrick', 'Eduardo SÃ¡nchez', 'Dick Beebe']","['Jeffrey Donovan', 'Stephen Barker Turner', 'Erica Leerhsen']",4,"2000
R
1h 30m",2000,4,5.055555556,5.822637439,"$47,721,314 "
Bats,Bats,6500000,['Louis Morneau'],['John Logan'],"['Lou Diamond Phillips', 'Dina Meyer', 'Bob Gunton']",4,"1999
PG-13
1h 31m",1999,4,7.333333333,8.643778275,"$10,155,691 "
Farce of the Penguins,Farce of the Penguins,5000000,['Bob Saget'],['Bob Saget'],"['Samuel L. Jackson', 'Alyson Hannigan', 'Bob Saget']",4,"2006
R
1h 20m",2006,5,4,12.60205999,$0 
The Hatching,The Hatching,5000000,['Michael Anderson'],"['Michael Anderson', 'Chantelle De Carvalho', 'Nick Squire']","['Andrew Lee Potts', 'Thomas Turgoose', 'Sylvia Syms']",4,"2014
R
1h 30m",2014,5,4,7.918512618,$0 
The Last Exorcism Part II,The Last Exorcism Part II,4000000,['Ed Gass-Donnelly'],"['Damien Chazelle', 'Ed Gass-Donnelly', 'Huck Botko']","['Ashley Bell', 'Julia Garner', 'Spencer Treat Clark']",4,"2013
PG-13
1h 28m",2013,4,5.333333333,10.81954394,"$25,448,707 "
The House Next Door: Meet the Blacks 2,The House Next Door: Meet the Blacks 2,3500000,['Deon Taylor'],"['Corey Harrell', 'Deon Taylor']","['Mike Epps', 'Katt Williams', 'Lil Duval']",4,"2021
R
1h 37m",2021,5.333333333,4.166666667,19.35148709,"$2,893,660 "
Unsullied,Unsullied,1500000,['Simeon Rice'],"['John Nodilo', 'Simeon Rice']","['Rusty Joiner', 'Murray Gray', 'James Gaudioso']",4,"2014
R
1h 33m",2014,4,4,10.34747468,"$510,957 "
The Salon,The Salon,1500000,['Mark Brown'],"['Mark Brown', 'Shelley Garrett']","['Vivica A. Fox', 'Darrin Dewitt Henson', 'Kym Whitley']",4,"2005
PG-13
1h 30m",2005,5,4.833333333,11.43616265,"$139,084 "
Arnolds Park,Arnolds Park,600000,['Gene Teigland'],"['James A. Kreitel', 'Gene Teigland']","['Erik Allen', 'Randy Baranczyk', 'Chris Carlson']",4,"2007
PG-13
1h 43m",2007,4,4,7.314077992,"$23,616 "
Gory Gory Hallelujah,Gory Gory Hallelujah,425000,['Sue Corcoran'],['Angie Louise'],"['Jeffrey Gilbert', 'Tim Gouran', 'Todd Licea']",4,"2003
Not Rated
1h 36m",2003,4,4,6.490971214,"$12,604 "
Amina,Amina,250000,['Izu Ojukwu'],"['Okey Ogunjiofor', 'Frank Chinedu Uba']","['Usman Tijani Abubakar', 'Jennifer Ezekiel Ade', 'Paul Adubazi']",4,"2021
TV-14
1h 45m",2021,4,4,4.100370545,$0 
Amina,Amina,250000,['Izu Ojukwu'],"['Okey Ogunjiofor', 'Frank Chinedu Uba']","['Usman Tijani Abubakar', 'Jennifer Ezekiel Ade', 'Paul Adubazi']",4,"2021
TV-14
1h 45m",2021,4,4,4.100370545,$0 
The Nutcracker in 3D,The Nutcracker: The Untold Story,90000000,['Andrey Konchalovskiy'],"['Andrey Konchalovskiy', 'Chris Solimine']","['Richard Philipps', 'Fernanda Dorogi', 'Kriszta Dorogi']",4.1,"2010
PG
1h 50m",2010,5.333333333,4,5.520267314,"$20,466,016 "
Torque,Torque,40000000,['Joseph Kahn'],['Matt Johnson'],"['Martin Henderson', 'Ice Cube', 'Monet Mazur']",4.1,"2004
PG-13
1h 24m",2004,4.5,4.5,19.16908636,"$46,176,322 "
Accidental Love,Accidental Love,26000000,['David O. Russell'],"['Kristin Gore', 'Matt Silverstein', 'Dave Jeser']","['Jessica Biel', 'Ray Brown', 'Jenny Gulley']",4.1,"2015
PG-13
1h 40m",2015,7,4,12.46405175,"$135,436 "
RoboCop 3,RoboCop 3,22000000,['Fred Dekker'],"['Edward Neumeier', 'Michael Miner', 'Frank Miller']","['Robert John Burke', 'Nancy Allen', 'Mario Machado']",4.1,"1993
PG-13
1h 44m",1993,4,6.555555556,6.963079161,"$10,696,210 "
The Apparition,The Apparition,17000000,['Todd Lincoln'],['Todd Lincoln'],"['Ashley Greene', 'Sebastian Stan', 'Tom Felton']",4.1,"2012
PG-13
1h 22m",2012,4,4,14.03342376,"$10,637,281 "
Gun Shy,Gun Shy,10000000,['Simon West'],"['Mark Haskell Smith', 'Toby Davies']","['Antonio Banderas', 'Olga Kurylenko', 'Ben Cura']",4.1,"2017
R
1h 32m",2017,6,4,16.3829554,"$1,638,202 "
Code of Honor,Code of Honor,8000000,['Michael Winnick'],['Michael Winnick'],"['Steven Seagal', 'Craig Sheffer', 'James Russo']",4.1,"2016
R
1h 46m",2016,4,4,8.522607226,$0 
Devil's Due,Devil's Due,7000000,"['Matt Bettinelli-Olpin', 'Tyler Gillett']",['Lindsay Devlin'],"['Allison Miller', 'Zach Gilford', 'Sam Anderson']",4.1,"2014
R
1h 29m",2014,6,4,13.81883269,"$36,146,087 "
Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,6000000,['Sylvio Tabet'],"['Andre Norton', 'Paul Pepperman', 'Don Coscarelli']","['Marc Singer', 'Kari Wuhrer', 'Sarah Douglas']",4.1,"1991
PG-13
1h 47m",1991,4,5.333333333,10.8717742,"$773,490 "
The Helpers,No Vacancy,4000000,['Chris Stokes'],['Chris Stokes'],"['Kristen Quintrall', 'Denyce Lawton', 'Christopher Jones']",4.1,"2012
R
1h 21m",2012,3.666666667,3.666666667,10.63424545,$0 
The Helpers,No Vacancy,4000000,['Chris Stokes'],['Chris Stokes'],"['Kristen Quintrall', 'Denyce Lawton', 'Christopher Jones']",4.1,"2012
R
1h 21m",2012,3.666666667,3.666666667,10.63424545,$0 
Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,3000000,['Adam Marcus'],"['Jay Huguely', 'Adam Marcus', 'Dean Lorey']","['John D. LeMay', 'Kari Keegan', 'Kane Hodder']",4.1,"1993
1h 27m",1993,4,4,0,"$15,935,068 "
